2023-05-21 12:48:13,046 p=24935 u=isrealurephu n=ansible | PLAY [Configure Nginx Web Server] *************************************************************
2023-05-21 13:50:31,529 p=29516 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 13:50:31,539 p=29516 u=isrealurephu n=ansible | TASK [Install nodejs and npm] ***********************************************************************
2023-05-21 13:50:33,397 p=29516 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 13:50:33,419 p=29516 u=isrealurephu n=ansible | PLAY [Deploying node-js application] ****************************************************************
2023-05-21 13:50:33,425 p=29516 u=isrealurephu n=ansible | TASK [Gathering Facts] ******************************************************************************
2023-05-21 13:50:35,093 p=29516 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 13:50:35,110 p=29516 u=isrealurephu n=ansible | TASK [unpack the nodejs tar file] *******************************************************************
2023-05-21 13:50:37,502 p=29516 u=isrealurephu n=ansible | changed: [139.162.242.60]
2023-05-21 13:50:37,523 p=29516 u=isrealurephu n=ansible | PLAY RECAP ******************************************************************************************
2023-05-21 13:50:37,523 p=29516 u=isrealurephu n=ansible | 139.162.242.60             : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-05-21 14:29:07,606 p=32427 u=isrealurephu n=ansible | PLAY [Installing app dependecies via npm] **************************************************************************************************
2023-05-21 14:29:07,611 p=32427 u=isrealurephu n=ansible | TASK [Gathering Facts] *********************************************************************************************************************
2023-05-21 14:29:20,990 p=32427 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 14:29:21,005 p=32427 u=isrealurephu n=ansible | TASK [Update apt repo and catch] ***********************************************************************************************************
2023-05-21 14:29:31,562 p=32427 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 14:29:31,572 p=32427 u=isrealurephu n=ansible | TASK [Install nodejs and npm] **************************************************************************************************************
2023-05-21 14:29:44,111 p=32427 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 14:29:44,133 p=32427 u=isrealurephu n=ansible | PLAY [Deploying node-js application] *******************************************************************************************************
2023-05-21 14:29:44,138 p=32427 u=isrealurephu n=ansible | TASK [Gathering Facts] *********************************************************************************************************************
2023-05-21 14:30:04,506 p=32427 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 14:30:04,523 p=32427 u=isrealurephu n=ansible | TASK [unpack the nodejs tar file] **********************************************************************************************************
2023-05-21 14:30:15,848 p=32427 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 14:30:15,856 p=32427 u=isrealurephu n=ansible | TASK [install npm dependecies] *************************************************************************************************************
2023-05-21 14:30:32,752 p=32427 u=isrealurephu n=ansible | changed: [139.162.242.60]
2023-05-21 14:30:32,761 p=32427 u=isrealurephu n=ansible | TASK [Start the application] ***************************************************************************************************************
2023-05-21 14:30:43,072 p=32427 u=isrealurephu n=ansible | fatal: [139.162.242.60]: FAILED! => {"changed": false, "cmd": "noder server", "msg": "[Errno 2] No such file or directory: b'noder'", "rc": 2, "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2023-05-21 14:30:43,074 p=32427 u=isrealurephu n=ansible | PLAY RECAP *********************************************************************************************************************************
2023-05-21 14:30:43,074 p=32427 u=isrealurephu n=ansible | 139.162.242.60             : ok=6    changed=1    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-05-21 14:32:22,884 p=32759 u=isrealurephu n=ansible | PLAY [Installing app dependecies via npm] **************************************************************************************************
2023-05-21 14:32:22,889 p=32759 u=isrealurephu n=ansible | TASK [Gathering Facts] *********************************************************************************************************************
2023-05-21 14:32:25,147 p=32759 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 14:32:25,154 p=32759 u=isrealurephu n=ansible | TASK [Update apt repo and catch] ***********************************************************************************************************
2023-05-21 14:32:26,538 p=32759 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 14:32:26,542 p=32759 u=isrealurephu n=ansible | TASK [Install nodejs and npm] **************************************************************************************************************
2023-05-21 14:32:27,987 p=32759 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 14:32:28,002 p=32759 u=isrealurephu n=ansible | PLAY [Deploying node-js application] *******************************************************************************************************
2023-05-21 14:32:28,006 p=32759 u=isrealurephu n=ansible | TASK [Gathering Facts] *********************************************************************************************************************
2023-05-21 14:32:29,525 p=32759 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 14:32:29,536 p=32759 u=isrealurephu n=ansible | TASK [unpack the nodejs tar file] **********************************************************************************************************
2023-05-21 14:32:31,713 p=32759 u=isrealurephu n=ansible | changed: [139.162.242.60]
2023-05-21 14:32:31,720 p=32759 u=isrealurephu n=ansible | TASK [install npm dependecies] *************************************************************************************************************
2023-05-21 14:32:33,207 p=32759 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 14:32:33,214 p=32759 u=isrealurephu n=ansible | TASK [Start the application] ***************************************************************************************************************
2023-05-21 15:16:30,440 p=32759 u=isrealurephu n=ansible |  [ERROR]: User interrupted execution

2023-05-21 15:16:33,566 p=35654 u=isrealurephu n=ansible | PLAY [Installing app dependecies via npm] **************************************************************************************************
2023-05-21 15:16:33,572 p=35654 u=isrealurephu n=ansible | TASK [Gathering Facts] *********************************************************************************************************************
2023-05-21 15:16:35,280 p=35654 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:16:35,291 p=35654 u=isrealurephu n=ansible | TASK [Update apt repo and catch] ***********************************************************************************************************
2023-05-21 15:16:37,258 p=35654 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:16:37,266 p=35654 u=isrealurephu n=ansible | TASK [Install nodejs and npm] **************************************************************************************************************
2023-05-21 15:16:38,670 p=35654 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:16:38,689 p=35654 u=isrealurephu n=ansible | PLAY [Deploying node-js application] *******************************************************************************************************
2023-05-21 15:16:38,693 p=35654 u=isrealurephu n=ansible | TASK [Gathering Facts] *********************************************************************************************************************
2023-05-21 15:16:40,121 p=35654 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:16:40,140 p=35654 u=isrealurephu n=ansible | TASK [unpack the nodejs tar file] **********************************************************************************************************
2023-05-21 15:16:42,213 p=35654 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:16:42,229 p=35654 u=isrealurephu n=ansible | TASK [install npm dependecies] *************************************************************************************************************
2023-05-21 15:16:43,679 p=35654 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:16:43,690 p=35654 u=isrealurephu n=ansible | TASK [Start the application] ***************************************************************************************************************
2023-05-21 15:16:45,079 p=35654 u=isrealurephu n=ansible | changed: [139.162.242.60]
2023-05-21 15:16:45,102 p=35654 u=isrealurephu n=ansible | PLAY RECAP *********************************************************************************************************************************
2023-05-21 15:16:45,102 p=35654 u=isrealurephu n=ansible | 139.162.242.60             : ok=7    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-05-21 15:26:41,628 p=36506 u=isrealurephu n=ansible | PLAY [Installing app dependecies via npm] **************************************************************************************************
2023-05-21 15:26:41,634 p=36506 u=isrealurephu n=ansible | TASK [Gathering Facts] *********************************************************************************************************************
2023-05-21 15:26:43,743 p=36506 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:26:43,752 p=36506 u=isrealurephu n=ansible | TASK [Update apt repo and catch] ***********************************************************************************************************
2023-05-21 15:26:45,527 p=36506 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:26:45,534 p=36506 u=isrealurephu n=ansible | TASK [Install nodejs and npm] **************************************************************************************************************
2023-05-21 15:26:47,091 p=36506 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:26:47,109 p=36506 u=isrealurephu n=ansible | PLAY [Deploying node-js application] *******************************************************************************************************
2023-05-21 15:26:47,114 p=36506 u=isrealurephu n=ansible | TASK [Gathering Facts] *********************************************************************************************************************
2023-05-21 15:26:48,518 p=36506 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:26:48,530 p=36506 u=isrealurephu n=ansible | TASK [unpack the nodejs tar file] **********************************************************************************************************
2023-05-21 15:26:50,513 p=36506 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:26:50,521 p=36506 u=isrealurephu n=ansible | TASK [install npm dependecies] *************************************************************************************************************
2023-05-21 15:26:51,924 p=36506 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 15:26:51,930 p=36506 u=isrealurephu n=ansible | TASK [Start the application] ***************************************************************************************************************
2023-05-21 15:26:53,176 p=36506 u=isrealurephu n=ansible | changed: [139.162.242.60]
2023-05-21 15:26:53,183 p=36506 u=isrealurephu n=ansible | TASK [Ensure app is running] ***************************************************************************************************************
2023-05-21 15:26:54,226 p=36506 u=isrealurephu n=ansible | changed: [139.162.242.60]
2023-05-21 15:26:54,241 p=36506 u=isrealurephu n=ansible | PLAY RECAP *********************************************************************************************************************************
2023-05-21 15:26:54,242 p=36506 u=isrealurephu n=ansible | 139.162.242.60             : ok=8    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-05-21 15:50:24,638 p=38098 u=isrealurephu n=ansible | PLAY [Installing app dependecies via npm] ***********************************************************
2023-05-21 15:50:24,644 p=38098 u=isrealurephu n=ansible | TASK [Gathering Facts] ******************************************************************************
